01,容器包装プラスチック
02,燃やせるごみ、ビン
03,古紙、古布
04,ペットボトル
05,燃やせるごみ、カン
06,土曜日なのでお休み
07,日曜日なのでお休み
08,容器包装プラスチック
09,燃やせるごみ、ビン
10,古紙、古布
11,燃やせないごみ、有害
12,燃やせるごみ、カン
13,土曜日なのでお休み
14,日曜日なのでお休み
15,容器包装プラスチック
16,燃やせるごみ、ビン
17,古紙、古布
18,ペットボトル
19,燃やせるごみ、カン
20,土曜日なのでお休み
21,日曜日なのでお休み
22,容器包装プラスチック
23,燃やせるごみ、ビン
24,古紙、古布
25,燃やせないごみ、有害
26,燃やせるごみ、カン
27,土曜日なのでお休み
28,日曜日なのでお休み
29,容器包装プラスチック
30,燃やせるごみ、ビン
31,古紙、古布
