01,日曜日なのでお休み
02,燃やせるごみ、ビン
03,ペットボトル
04,古紙、古布
05,燃やせるごみ、カン
06,容器包装プラスチック
07,土曜日なのでお休み
08,日曜日なのでお休み
09,燃やせるごみ、ビン
10,燃やせないごみ、有害
11,古紙、古布
12,燃やせるごみ、カン
13,容器包装プラスチック
14,土曜日なのでお休み
15,日曜日なのでお休み
16,燃やせるごみ、ビン
17,ペットボトル
18,古紙、古布
19,燃やせるごみ、カン
20,容器包装プラスチック
21,土曜日なのでお休み
22,日曜日なのでお休み
23,燃やせるごみ、ビン
24,燃やせないごみ、有害
25,古紙、古布
26,燃やせるごみ、カン
27,容器包装プラスチック
28,土曜日なのでお休み
29,日曜日なのでお休み
30,燃やせるごみ、ビン
