01,容器包装プラスチック
02,古紙、古布
03,燃やせるごみ、ビン、シュレッダーごみ
04,ペットボトル
05,土曜日なのでお休み
06,日曜日なのでお休み
07,燃やせるごみ、カン
08,容器包装プラスチック
09,古紙、古布
10,燃やせるごみ、ビン、シュレッダーごみ
11,燃やせないごみ、有害
12,土曜日なのでお休み
13,日曜日なのでお休み
14,燃やせるごみ、カン
15,容器包装プラスチック
16,古紙、古布
17,燃やせるごみ、ビン、シュレッダーごみ
18,ペットボトル
19,土曜日なのでお休み
20,日曜日なのでお休み
21,燃やせるごみ、カン
22,容器包装プラスチック
23,古紙、古布
24,燃やせるごみ、ビン、シュレッダーごみ
25,燃やせないごみ、有害
26,土曜日なのでお休み
27,日曜日なのでお休み
28,燃やせるごみ、カン
29,容器包装プラスチック
30,古紙、古布
31,燃やせるごみ、ビン、シュレッダーごみ
