01,燃やせるごみ、カン
02,容器包装プラスチック
03,土曜日なのでお休み
04,日曜日なのでお休み
05,燃やせるごみ、ビン、シュレッダーごみ
06,ペットボトル
07,古紙、古布
08,燃やせるごみ、カン
09,容器包装プラスチック
10,土曜日なのでお休み
11,日曜日なのでお休み
12,燃やせるごみ、ビン、シュレッダーごみ
13,燃やせないごみ、有害、ペットボトル
14,古紙、古布
15,燃やせるごみ、カン
16,容器包装プラスチック
17,土曜日なのでお休み
18,日曜日なのでお休み
19,燃やせるごみ、ビン、シュレッダーごみ
20,ペットボトル
21,古紙、古布
22,燃やせるごみ、カン、シュレッダーごみ
23,容器包装プラスチック
24,土曜日なのでお休み
25,日曜日なのでお休み
26,燃やせるごみ、ビン、シュレッダーごみ
27,燃やせないごみ、有害、ペットボトル
28,古紙、古布
29,燃やせるごみ、カン
30,容器包装プラスチック
31,土曜日なのでお休み
